Plant_ID,Image_Path,Timestamp,Plant_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Health_Status,Stress_Level,Disease_Class
PLANT_018,dataset/plantvillage_raw/Tomato___Septoria_leaf_spot/f2da8749-74f6-4b2f-9363-7ccf73e0fa1f___Matt.S_CG 5991.JPG,2024-03-07,Tomato,57.26,32.11,55.32,19455.49,Stressed,Medium,Tomato___Septoria_leaf_spot
PLANT_018,dataset/plantvillage_raw/Tomato___Late_blight/f73231ab-afd2-4d01-acd2-7ba229349de6___RS_Late.B 6969.JPG,2024-03-08,Tomato,34.74,28.57,53.43,21991.03,Critical,High,Tomato___Late_blight
PLANT_018,dataset/plantvillage_raw/Tomato___Tomato_mosaic_virus/932959d9-826b-465f-82d7-8b419d2ad040___PSU_CG 2187.JPG,2024-03-09,Tomato,31.4,29.92,52.2,19086.47,Critical,High,Tomato___Tomato_mosaic_virus
PLANT_018,dataset/plantvillage_raw/Tomato___Late_blight/f80ccc0b-c422-485a-a2be-332769eb5ef4___GHLB2 Leaf 8704.JPG,2024-03-10,Tomato,30.71,33.72,45.09,18127.06,Critical,High,Tomato___Late_blight
PLANT_018,dataset/plantvillage_raw/Tomato___Late_blight/b2a9abfe-731d-4143-a534-158a4aea4dd1___GHLB_PS Leaf 1.5 Day 13.jpg,2024-03-11,Tomato,27.42,34.28,42.15,18266.74,Critical,High,Tomato___Late_blight
PLANT_018,dataset/plantvillage_raw/Tomato___Late_blight/7616d956-c144-4105-9972-5f747c5159a6___RS_Late.B 5600.JPG,2024-03-12,Tomato,32.57,36.54,36.34,18021.31,Critical,High,Tomato___Late_blight
PLANT_019,dataset/plantvillage_raw/Apple___healthy/f864bef8-0fb1-43e1-866f-a1e78336be9f___RS_HL 7521.JPG,2024-02-24,Apple,61.96,22.33,67.72,13239.36,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___healthy/77b48eb5-7237-460f-8751-cfb231c917a7___RS_HL 7687.JPG,2024-02-25,Apple,62.88,24.34,66.2,14304.34,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___healthy/11c35e07-255e-42cf-b8e9-4533c35ce2c6___RS_HL 7500.JPG,2024-02-26,Apple,64.63,22.42,63.69,15947.55,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___healthy/1c2b51f1-5439-449a-9ca0-52dd158018fc___RS_HL 7998.JPG,2024-02-27,Apple,63.04,25.11,60.08,13979.35,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___healthy/b7e9a2ff-31e8-4ddc-b739-17a8889715e7___RS_HL 6285.JPG,2024-02-28,Apple,67.07,21.8,62.32,16617.02,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___healthy/44be3db8-37a5-44e1-a1b5-df963562cb86___RS_HL 7531.JPG,2024-02-29,Apple,56.94,22.51,64.14,11565.35,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___healthy/b3a6e935-5855-48b2-905a-e3d6e1806e94___RS_HL 5688.JPG,2024-03-01,Apple,58.26,23.25,71.5,18354.42,Healthy,Healthy,Apple___healthy
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/949d3f98-9992-4f2d-8384-a74d3e9a4ae8___FREC_C.Rust 0197.JPG,2024-03-02,Apple,54.56,26.42,66.73,16250.33,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/025b2b9a-0ec4-4132-96ac-7f2832d0db4a___FREC_C.Rust 3655.JPG,2024-03-03,Apple,50.95,28.04,62.43,14130.31,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/24f68f21-8edb-49df-b0f1-d75ac66631fd___FREC_C.Rust 9937.JPG,2024-03-04,Apple,59.92,26.31,67.74,14127.91,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/2ac8d689-f30a-4eee-a856-86c92f8dcbd2___FREC_C.Rust 3952.JPG,2024-03-05,Apple,46.48,28.89,59.35,15950.42,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/503fa8ad-36cc-41ea-997c-d61727a7677c___FREC_C.Rust 3842.JPG,2024-03-06,Apple,53.47,24.19,57.67,14080.63,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/78821840-5d27-43ae-b830-c54e9f84432d___FREC_C.Rust 9891.JPG,2024-03-07,Apple,49.82,23.31,55.71,17301.65,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Cedar_apple_rust/025b2b9a-0ec4-4132-96ac-7f2832d0db4a___FREC_C.Rust 3655.JPG,2024-03-08,Apple,64.4,24.69,49.76,18737.68,Watch,Low,Apple___Cedar_apple_rust
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/50dca3b7-fe83-426b-9fa7-a4e80df022aa___FREC_Scab 3488.JPG,2024-03-09,Apple,32.99,26.3,56.46,16742.34,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/41c2bb79-44fb-48f4-864f-eec35e3442f5___FREC_Scab 2931.JPG,2024-03-10,Apple,41.02,29.7,50.49,18296.11,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/8bcbb4fb-c733-4fc7-92d2-6e4a442e592e___FREC_Scab 3506.JPG,2024-03-11,Apple,38.29,29.52,53.01,17674.47,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/01a66316-0e98-4d3b-a56f-d78752cd043f___FREC_Scab 3003.JPG,2024-03-12,Apple,47.13,29.64,50.36,17525.14,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/9431682d-6de3-4b1f-bdde-11b706fe2e85___FREC_Scab 3029.JPG,2024-03-13,Apple,39.78,28.74,43.09,17462.14,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/474cf33e-0289-4014-bb8a-8004b87b471b___FREC_Scab 3425.JPG,2024-03-14,Apple,33.46,30.08,53.98,17075.55,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Apple_scab/20f4f8d1-7527-420b-a90d-e17b9e45549a___FREC_Scab 2997.JPG,2024-03-15,Apple,36.29,32.51,54.05,17602.29,Stressed,Medium,Apple___Apple_scab
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/90af12e6-8764-4cb5-9f88-ac1fa8b337c0___JR_FrgE.S 2738.JPG,2024-03-16,Apple,22.7,30.23,42.63,18557.05,Critical,High,Apple___Black_rot
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/b856fc24-15d8-4294-8dd5-70a270f54518___JR_FrgE.S 8789.JPG,2024-03-17,Apple,30.4,32.89,44.98,19810.41,Critical,High,Apple___Black_rot
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/777543a0-d23f-4e13-904d-d4a19fbed594___JR_FrgE.S 8643.JPG,2024-03-18,Apple,28.28,32.99,38.57,20153.27,Critical,High,Apple___Black_rot
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/9a74119d-ce66-49a9-bec1-52df73abf8d0___JR_FrgE.S 2910.JPG,2024-03-19,Apple,31.35,32.02,47.45,15869.82,Critical,High,Apple___Black_rot
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/0b37761a-de32-47ee-a3a4-e138b97ef542___JR_FrgE.S 2908.JPG,2024-03-20,Apple,31.1,35.16,50.17,18158.26,Critical,High,Apple___Black_rot
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/cc0d5a51-bb90-421f-9e0a-f74fc323dcf6___JR_FrgE.S 8717.JPG,2024-03-21,Apple,20.93,32.23,49.79,19926.24,Critical,High,Apple___Black_rot
PLANT_019,dataset/plantvillage_raw/Apple___Black_rot/9dc8568b-4e22-4272-b012-3d3aaa0c8247___JR_FrgE.S 2850.JPG,2024-03-22,Apple,29.64,32.64,40.0,19106.97,Critical,High,Apple___Black_rot
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/e7fe293a-478c-4a78-ab84-ffb06057dc2d___JR_HL 9607.JPG,2024-02-27,Cherry_(including_sour),62.4,23.36,63.42,12285.01,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/af395454-9418-4504-ad49-a678f9d63302___JR_HL 4161.JPG,2024-02-28,Cherry_(including_sour),66.67,24.55,56.72,13985.98,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/b4c4f75b-032e-4034-8525-26844cc6bff5___JR_HL 4211.JPG,2024-02-29,Cherry_(including_sour),66.35,22.85,74.6,15938.76,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/24b19cb2-3c70-4ce7-9001-e2a1af47d5f2___JR_HL 4261.JPG,2024-03-01,Cherry_(including_sour),67.15,23.49,69.3,14233.58,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/263640d8-3279-4568-998c-e98f6e991b44___JR_HL 9865.JPG,2024-03-02,Cherry_(including_sour),64.56,24.16,65.9,13641.51,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/bacb46de-7443-49ff-a0d9-c5b60a83f2c0___JR_HL 4256.JPG,2024-03-03,Cherry_(including_sour),62.56,27.29,68.28,14232.24,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/af0a0059-222f-4991-94da-a4501a9d3c50___JR_HL 9533.JPG,2024-03-04,Cherry_(including_sour),61.52,25.07,59.15,15239.82,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/21910dbe-fd1f-4fd3-8925-9e006147455e___JR_HL 9739.JPG,2024-03-05,Cherry_(including_sour),61.05,24.44,61.26,13261.61,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/b1811d59-98ff-43ef-a618-ad91d3bbaeed___JR_HL 9518.JPG,2024-03-06,Cherry_(including_sour),64.3,21.41,72.54,12366.81,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/77ce070f-fe40-432e-b675-157e2d61bb43___JR_HL 4050.JPG,2024-03-07,Cherry_(including_sour),60.07,22.39,64.58,14645.07,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/0cc09402-01b5-46a2-a5b1-f9b22f415eaf___JR_HL 9885 copy.JPG,2024-03-08,Cherry_(including_sour),56.48,25.88,66.54,14085.6,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___healthy/75435566-6073-4f71-9376-0fe7e4598ae9___JR_HL 9636.JPG,2024-03-09,Cherry_(including_sour),70.32,24.35,65.94,15573.1,Healthy,Healthy,Cherry_(including_sour)___healthy
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/7054a175-341f-47e7-b948-1db7dd713ff1___FREC_Pwd.M 4605.JPG,2024-03-10,Cherry_(including_sour),50.98,33.04,44.24,18177.45,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/2c972b35-2f4c-4658-ac84-3bb1af7a746d___FREC_Pwd.M 4660.JPG,2024-03-11,Cherry_(including_sour),43.31,30.27,56.68,14355.33,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/1d792544-0c6e-4d7c-b61f-a4a9e034e630___FREC_Pwd.M 0358.JPG,2024-03-12,Cherry_(including_sour),39.07,28.89,50.77,18984.26,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/55ea082c-7aec-4a9a-9181-afad1a342959___FREC_Pwd.M 4492.JPG,2024-03-13,Cherry_(including_sour),45.33,32.54,54.97,15834.89,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/61bd19e2-80b5-4370-a497-2d25a15a7ac7___FREC_Pwd.M 0577.JPG,2024-03-14,Cherry_(including_sour),40.6,32.68,45.9,16917.65,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/77e3b2c2-5e50-467f-b081-91a84f9d6436___FREC_Pwd.M 0258.JPG,2024-03-15,Cherry_(including_sour),37.33,30.93,57.44,20269.05,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/b03329a7-d263-482f-b400-b54fc63a160a___FREC_Pwd.M 5110.JPG,2024-03-16,Cherry_(including_sour),47.48,32.63,52.95,14249.55,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/182a4f7e-026f-4f73-a3a6-3345b9f82840___FREC_Pwd.M 4691.JPG,2024-03-17,Cherry_(including_sour),45.39,31.23,62.62,16223.63,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/87b1168d-39cf-4e31-966b-53a9fc8b8917___FREC_Pwd.M 4956.JPG,2024-03-18,Cherry_(including_sour),38.52,27.04,61.62,13463.89,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/40f6e95a-837c-4d31-a1b4-14351c25bd25___FREC_Pwd.M 4621.JPG,2024-03-19,Cherry_(including_sour),37.93,26.83,56.81,17072.98,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/8ad6e23a-7ad5-47a7-a2e3-55655ef64ccd___FREC_Pwd.M 4461.JPG,2024-03-20,Cherry_(including_sour),37.69,29.9,50.79,18116.2,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_020,dataset/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/3206d163-a96f-4a2f-b497-3da3c1c79c6f___FREC_Pwd.M 4534.JPG,2024-03-21,Cherry_(including_sour),61.3,29.36,62.35,16280.45,Stressed,Medium,Cherry_(including_sour)___Powdery_mildew
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/829c135b-d65e-4a25-b2e1-3e32781a3e06___R.S_HL 5513 copy.jpg,2024-03-01,Corn_(maize),61.16,22.42,65.34,15464.83,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/702dd799-fed6-46a4-a6c9-6f0e42186823___R.S_HL 8091 copy.jpg,2024-03-02,Corn_(maize),57.51,20.93,65.5,13763.39,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/16e1b4a3-65fb-405f-964e-9fa8c45e4e97___R.S_HL 5551 copy 2.jpg,2024-03-03,Corn_(maize),65.46,21.46,62.24,13290.03,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/de0baaf0-bd8c-40a4-924b-e7b3ad0a83d4___R.S_HL 8107 copy 2.jpg,2024-03-04,Corn_(maize),66.1,23.98,63.54,15179.61,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/975bf2e2-458b-48e0-a941-7afccabd69cf___R.S_HL 0634 copy 4.jpg,2024-03-05,Corn_(maize),62.58,22.95,60.15,13970.1,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/e3423491-ff2a-4fcc-ad1b-2c0eb5b9adac___R.S_HL 8316 copy.jpg,2024-03-06,Corn_(maize),62.24,24.87,64.2,13003.53,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___healthy/37fa5c5c-0c0b-4f9e-b3fa-f9fac95639a7___R.S_HL 8191 copy.jpg,2024-03-07,Corn_(maize),62.63,21.59,58.77,13379.58,Healthy,Healthy,Corn_(maize)___healthy
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 1746.JPG,2024-03-08,Corn_(maize),54.55,27.19,64.25,14292.03,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 2103.JPG,2024-03-09,Corn_(maize),49.69,25.03,62.1,15858.39,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 2545.JPG,2024-03-10,Corn_(maize),58.07,24.72,63.97,14339.6,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 1876.JPG,2024-03-11,Corn_(maize),55.96,26.86,56.08,16621.82,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 1861.JPG,2024-03-12,Corn_(maize),51.11,28.46,61.94,13680.29,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 2213.JPG,2024-03-13,Corn_(maize),53.71,25.88,59.88,18178.3,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 2580.JPG,2024-03-14,Corn_(maize),55.72,23.11,64.3,16739.48,Watch,Low,Corn_(maize)___Common_rust_
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/f421d03e-750a-4423-bf6f-c1ac48795f8d___RS_GLSp 4642.JPG,2024-03-15,Corn_(maize),40.97,29.37,54.51,18652.4,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/6e2464e9-1034-4ee9-9211-63e57ad09031___RS_GLSp 4661.JPG,2024-03-16,Corn_(maize),42.45,29.02,52.63,15717.54,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/468d93ab-7a44-4ae7-a489-a03d39651009___RS_GLSp 4466.JPG,2024-03-17,Corn_(maize),46.73,30.42,52.37,17620.75,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/e83678ff-832f-45eb-b95b-766701e6c051___RS_GLSp 9285.JPG,2024-03-18,Corn_(maize),41.06,26.33,47.51,20207.13,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/fa0d690b-b3ae-4ddd-b09d-ca8608233a1a___RS_GLSp 4629.JPG,2024-03-19,Corn_(maize),39.95,30.0,63.6,15709.33,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7f69942f-70ce-456b-b8cb-1ce937ea6389___RS_GLSp 4418.JPG,2024-03-20,Corn_(maize),41.62,27.95,52.33,14609.37,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/150ed8d9-abf5-4811-b976-8878b2d0048d___RS_GLSp 7321.JPG,2024-03-21,Corn_(maize),36.94,31.02,53.93,14507.7,Stressed,Medium,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/b2f77b0d-b331-4fa6-81b1-fa5d56674a64___RS_NLB 4076.JPG,2024-03-22,Corn_(maize),37.14,34.75,46.6,18810.93,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/9476e78e-6838-4592-af6c-931e899a90b1___RS_NLB 3885.JPG,2024-03-23,Corn_(maize),28.85,35.58,46.31,21571.11,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/b2f77b0d-b331-4fa6-81b1-fa5d56674a64___RS_NLB 4076.JPG,2024-03-24,Corn_(maize),34.37,33.65,37.88,16225.58,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/8a672c1e-45ea-4ee1-ae48-8dd1c14b0a83___RS_NLB 0826.JPG,2024-03-25,Corn_(maize),28.46,30.87,45.97,19153.64,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/d1c32303-12e4-4de5-b04a-811bcacfae3b___RS_NLB 3831.JPG,2024-03-26,Corn_(maize),28.45,34.79,46.56,21624.45,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/948adb0d-8641-48ee-ba43-53e34b33bece___RS_NLB 3590.JPG,2024-03-27,Corn_(maize),25.25,32.04,48.5,17732.46,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_021,dataset/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/efb9c96a-22d4-4217-bf2b-7c0f5d97d277___RS_NLB 4057 copy 2.jpg,2024-03-28,Corn_(maize),34.52,33.92,30.57,18690.03,Critical,High,Corn_(maize)___Northern_Leaf_Blight
PLANT_022,dataset/plantvillage_raw/Grape___healthy/4e38b7a3-fc3e-4e9d-baa0-89f98aa10f99___Mt.N.V_HL 8910.JPG,2024-03-04,Grape,60.28,22.69,70.1,14344.08,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/0e49ddc9-b969-46e6-af95-8d21dfac22ec___Mt.N.V_HL 9088.JPG,2024-03-05,Grape,65.27,22.86,65.13,13178.28,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/03027791-26bb-4c46-960e-8df76e27042c___Mt.N.V_HL 6070.JPG,2024-03-06,Grape,66.53,22.23,68.8,15656.08,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/e1520328-8fdd-42a9-bd49-95721a89078c___Mt.N.V_HL 6125.JPG,2024-03-07,Grape,69.13,25.52,68.66,15792.69,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/7330e0f7-bc32-4297-95e6-a92c0cee1050___Mt.N.V_HL 6131.JPG,2024-03-08,Grape,61.32,22.41,59.65,15877.89,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/d5fe4316-44da-4fd9-a608-75908ad76862___Mt.N.V_HL 6143.JPG,2024-03-09,Grape,61.33,19.81,68.05,13956.64,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/f90f64a4-437d-4673-a51f-4c5660999921___Mt.N.V_HL 9066.JPG,2024-03-10,Grape,59.1,23.32,61.68,12933.48,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/9268b279-6e48-45ec-98b9-58475d9466e8___Mt.N.V_HL 9132.JPG,2024-03-11,Grape,64.72,23.65,65.96,14727.21,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/04991ee7-b17c-420f-90ff-230d4e59361a___Mt.N.V_HL 9055.JPG,2024-03-12,Grape,61.3,21.83,67.58,12675.52,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/9b9de786-29d7-4585-9760-76ee562530e3___Mt.N.V_HL 9063.JPG,2024-03-13,Grape,56.85,23.66,71.87,15661.18,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/ca090e78-ff31-4715-82eb-b63e20b0e156___Mt.N.V_HL 9081.JPG,2024-03-14,Grape,61.24,22.68,69.71,12982.99,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/03492a0d-6ad7-42ec-a742-c2f1fa59499a___Mt.N.V_HL 6035.JPG,2024-03-15,Grape,61.55,23.31,71.55,12274.89,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/e949f6bb-cda7-4824-9a97-67337fc164a5___Mt.N.V_HL 6156.JPG,2024-03-16,Grape,60.03,24.06,68.26,14416.08,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/793f26c8-77cd-4134-939f-655a290e7e6c___Mt.N.V_HL 8925.JPG,2024-03-17,Grape,63.66,23.45,62.1,15127.46,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___healthy/87d84f4b-0dfa-46f5-9bf9-87b3bb636d65___Mt.N.V_HL 6038.JPG,2024-03-18,Grape,58.47,27.86,66.98,14235.01,Healthy,Healthy,Grape___healthy
PLANT_022,dataset/plantvillage_raw/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/0001aa74-bbd7-433b-a900-1dccab39d521___FAM_L.Blight 4508.JPG,2024-03-19,Grape,46.07,25.85,59.93,16411.88,Stressed,Medium,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
PLANT_022,dataset/plantvillage_raw/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/e184669d-b068-434e-95ef-a7d59a9c47a2___FAM_L.Blight 1715.JPG,2024-03-20,Grape,46.52,28.42,56.35,17427.56,Stressed,Medium,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
PLANT_022,dataset/plantvillage_raw/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/b42f7e3e-513e-4b66-a19a-91b1867932de___FAM_L.Blight 1361.JPG,2024-03-21,Grape,41.48,28.04,53.21,15727.6,Stressed,Medium,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
PLANT_022,dataset/plantvillage_raw/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/fdaae079-5796-4a99-b1df-ba5582bb5c95___FAM_L.Blight 4776.JPG,2024-03-22,Grape,40.34,29.68,57.64,15734.84,Stressed,Medium,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
